date,state,energy_mu,week_start,week_end,source_file
2026-03-30,Sikkim,1.7,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-03-31,Sikkim,1.8,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-01,Sikkim,1.8,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-02,Sikkim,1.8,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-03,Sikkim,1.8,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-04,Sikkim,1.7,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-05,Sikkim,1.3,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2024-04-01,Tamil Nadu,408.4,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-02,Tamil Nadu,421.5,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-03,Tamil Nadu,427.3,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-04,Tamil Nadu,432.3,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-05,Tamil Nadu,432.8,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-06,Tamil Nadu,429.0,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-07,Tamil Nadu,400.8,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-08,Tamil Nadu,424.6,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-09,Tamil Nadu,426.5,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-10,Tamil Nadu,426.4,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-11,Tamil Nadu,427.3,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-12,Tamil Nadu,422.1,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-13,Tamil Nadu,408.0,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-14,Tamil Nadu,375.1,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-15,Tamil Nadu,405.9,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-16,Tamil Nadu,419.9,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-17,Tamil Nadu,431.3,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-18,Tamil Nadu,436.7,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-19,Tamil Nadu,379.6,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-20,Tamil Nadu,415.3,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-21,Tamil Nadu,400.1,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-22,Tamil Nadu,423.8,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-23,Tamil Nadu,433.6,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-24,Tamil Nadu,436.7,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-25,Tamil Nadu,436.3,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-26,Tamil Nadu,442.3,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-27,Tamil Nadu,435.1,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-28,Tamil Nadu,410.1,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-29,Tamil Nadu,436.2,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-04-30,Tamil Nadu,443.6,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-01,Tamil Nadu,410.3,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-02,Tamil Nadu,437.8,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-03,Tamil Nadu,442.8,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-04,Tamil Nadu,436.9,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-05,Tamil Nadu,404.8,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-06,Tamil Nadu,430.1,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-07,Tamil Nadu,429.8,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-08,Tamil Nadu,418.6,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-09,Tamil Nadu,419.5,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-10,Tamil Nadu,411.2,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-11,Tamil Nadu,406.0,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-12,Tamil Nadu,367.0,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-13,Tamil Nadu,390.6,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-14,Tamil Nadu,388.7,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-15,Tamil Nadu,382.9,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-16,Tamil Nadu,359.7,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-17,Tamil Nadu,352.1,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-18,Tamil Nadu,351.1,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-19,Tamil Nadu,312.4,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-20,Tamil Nadu,325.5,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-21,Tamil Nadu,332.9,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-22,Tamil Nadu,333.2,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-23,Tamil Nadu,340.3,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-24,Tamil Nadu,351.4,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-25,Tamil Nadu,345.6,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-26,Tamil Nadu,309.1,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-27,Tamil Nadu,347.6,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-28,Tamil Nadu,384.4,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-29,Tamil Nadu,392.6,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-30,Tamil Nadu,403.6,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-31,Tamil Nadu,419.2,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-01,Tamil Nadu,397.5,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-02,Tamil Nadu,341.4,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-03,Tamil Nadu,355.6,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-04,Tamil Nadu,385.8,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-05,Tamil Nadu,368.9,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-06,Tamil Nadu,343.6,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-07,Tamil Nadu,338.3,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-08,Tamil Nadu,330.2,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-09,Tamil Nadu,305.2,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-10,Tamil Nadu,337.8,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-11,Tamil Nadu,361.5,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-12,Tamil Nadu,364.5,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-13,Tamil Nadu,369.1,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-14,Tamil Nadu,374.9,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-15,Tamil Nadu,368.5,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-16,Tamil Nadu,353.3,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-17,Tamil Nadu,379.9,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-18,Tamil Nadu,367.0,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-19,Tamil Nadu,357.3,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-20,Tamil Nadu,359.9,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-21,Tamil Nadu,363.5,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-22,Tamil Nadu,358.6,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-23,Tamil Nadu,334.9,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-24,Tamil Nadu,356.1,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-25,Tamil Nadu,370.8,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-26,Tamil Nadu,361.6,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-27,Tamil Nadu,366.0,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-28,Tamil Nadu,375.4,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-29,Tamil Nadu,384.6,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-30,Tamil Nadu,352.9,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-07-01,Tamil Nadu,357.9,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-02,Tamil Nadu,377.7,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-03,Tamil Nadu,383.7,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-04,Tamil Nadu,380.9,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-05,Tamil Nadu,382.1,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-06,Tamil Nadu,357.5,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-07,Tamil Nadu,335.2,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-08,Tamil Nadu,357.4,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-09,Tamil Nadu,372.5,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-10,Tamil Nadu,378.6,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-11,Tamil Nadu,375.9,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-12,Tamil Nadu,368.7,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-13,Tamil Nadu,347.6,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-14,Tamil Nadu,316.7,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-15,Tamil Nadu,327.6,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-16,Tamil Nadu,319.0,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-17,Tamil Nadu,337.9,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-18,Tamil Nadu,326.7,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-19,Tamil Nadu,328.6,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-20,Tamil Nadu,329.3,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-21,Tamil Nadu,319.0,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-22,Tamil Nadu,356.5,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-23,Tamil Nadu,373.7,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-24,Tamil Nadu,379.7,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-25,Tamil Nadu,376.6,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-26,Tamil Nadu,377.0,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-27,Tamil Nadu,375.8,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-28,Tamil Nadu,348.4,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-29,Tamil Nadu,379.3,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-07-30,Tamil Nadu,385.8,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-07-31,Tamil Nadu,395.7,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-01,Tamil Nadu,385.9,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-02,Tamil Nadu,388.0,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-03,Tamil Nadu,374.8,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-04,Tamil Nadu,347.2,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-05,Tamil Nadu,349.6,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-06,Tamil Nadu,351.3,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-07,Tamil Nadu,335.5,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-08,Tamil Nadu,342.2,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-09,Tamil Nadu,352.2,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-10,Tamil Nadu,343.1,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-11,Tamil Nadu,312.8,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-12,Tamil Nadu,332.1,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-13,Tamil Nadu,349.3,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-14,Tamil Nadu,354.9,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-15,Tamil Nadu,313.4,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-16,Tamil Nadu,345.8,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-17,Tamil Nadu,348.5,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-18,Tamil Nadu,329.2,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-19,Tamil Nadu,350.7,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-20,Tamil Nadu,353.5,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-21,Tamil Nadu,350.2,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-22,Tamil Nadu,357.3,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-23,Tamil Nadu,369.7,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-24,Tamil Nadu,378.1,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-25,Tamil Nadu,346.6,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-26,Tamil Nadu,375.5,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-27,Tamil Nadu,386.5,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-28,Tamil Nadu,382.5,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-29,Tamil Nadu,361.3,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-30,Tamil Nadu,348.3,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-31,Tamil Nadu,338.4,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-09-01,Tamil Nadu,306.8,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-09-02,Tamil Nadu,342.4,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-03,Tamil Nadu,358.7,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-04,Tamil Nadu,367.5,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-05,Tamil Nadu,366.5,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-06,Tamil Nadu,382.7,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-07,Tamil Nadu,359.7,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-08,Tamil Nadu,319.9,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-09,Tamil Nadu,355.8,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-10,Tamil Nadu,371.1,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-11,Tamil Nadu,387.1,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-12,Tamil Nadu,387.9,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-13,Tamil Nadu,388.2,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-14,Tamil Nadu,397.0,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-15,Tamil Nadu,362.2,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-16,Tamil Nadu,389.5,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-17,Tamil Nadu,405.3,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-18,Tamil Nadu,406.1,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-19,Tamil Nadu,403.1,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-20,Tamil Nadu,408.0,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-21,Tamil Nadu,381.8,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-22,Tamil Nadu,354.6,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-23,Tamil Nadu,381.4,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-24,Tamil Nadu,380.8,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-25,Tamil Nadu,384.0,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-26,Tamil Nadu,388.9,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-27,Tamil Nadu,389.8,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-28,Tamil Nadu,390.9,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-29,Tamil Nadu,352.2,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-30,Tamil Nadu,373.7,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-01,Tamil Nadu,382.4,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-02,Tamil Nadu,346.1,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-03,Tamil Nadu,373.6,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-04,Tamil Nadu,380.9,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-05,Tamil Nadu,356.3,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-06,Tamil Nadu,324.5,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-07,Tamil Nadu,348.9,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-08,Tamil Nadu,351.5,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-09,Tamil Nadu,352.7,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-10,Tamil Nadu,340.4,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-11,Tamil Nadu,300.4,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-12,Tamil Nadu,299.3,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-13,Tamil Nadu,286.9,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-14,Tamil Nadu,307.3,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-15,Tamil Nadu,295.8,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-16,Tamil Nadu,295.9,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-17,Tamil Nadu,316.9,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-18,Tamil Nadu,329.8,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-19,Tamil Nadu,322.2,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-20,Tamil Nadu,302.9,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-21,Tamil Nadu,326.3,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-22,Tamil Nadu,337.8,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-23,Tamil Nadu,342.0,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-24,Tamil Nadu,340.4,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-25,Tamil Nadu,334.0,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-26,Tamil Nadu,335.2,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-27,Tamil Nadu,322.3,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-28,Tamil Nadu,346.5,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-29,Tamil Nadu,354.8,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-30,Tamil Nadu,330.0,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-31,Tamil Nadu,257.1,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-01,Tamil Nadu,258.1,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-02,Tamil Nadu,279.1,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-03,Tamil Nadu,275.6,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-04,Tamil Nadu,311.1,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-05,Tamil Nadu,329.6,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-06,Tamil Nadu,336.5,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-07,Tamil Nadu,335.7,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-08,Tamil Nadu,334.0,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-09,Tamil Nadu,335.6,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-10,Tamil Nadu,313.9,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-11,Tamil Nadu,345.1,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-12,Tamil Nadu,351.8,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-13,Tamil Nadu,336.1,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-14,Tamil Nadu,331.3,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-15,Tamil Nadu,321.2,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-16,Tamil Nadu,304.5,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-17,Tamil Nadu,274.9,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-18,Tamil Nadu,302.5,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-19,Tamil Nadu,315.1,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-20,Tamil Nadu,315.0,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-21,Tamil Nadu,313.7,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-22,Tamil Nadu,323.7,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-23,Tamil Nadu,330.9,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-24,Tamil Nadu,301.1,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-25,Tamil Nadu,323.2,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-26,Tamil Nadu,315.4,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-27,Tamil Nadu,297.8,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-28,Tamil Nadu,306.9,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-29,Tamil Nadu,310.0,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-30,Tamil Nadu,269.1,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-12-01,Tamil Nadu,229.2,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-12-02,Tamil Nadu,272.8,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-03,Tamil Nadu,303.1,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-04,Tamil Nadu,314.6,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-05,Tamil Nadu,317.7,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-06,Tamil Nadu,333.5,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-07,Tamil Nadu,322.8,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-08,Tamil Nadu,301.5,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-09,Tamil Nadu,327.4,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-10,Tamil Nadu,339.1,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-11,Tamil Nadu,325.0,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-12,Tamil Nadu,295.7,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-13,Tamil Nadu,286.2,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-14,Tamil Nadu,280.1,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-15,Tamil Nadu,242.9,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-16,Tamil Nadu,275.8,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-17,Tamil Nadu,293.2,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-18,Tamil Nadu,306.5,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-19,Tamil Nadu,311.9,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-20,Tamil Nadu,325.7,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-21,Tamil Nadu,307.6,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-22,Tamil Nadu,290.8,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-30,Tamil Nadu,304.2,2024-12-30,2025-01-05,Weekly 301224 to 050125.pdf
